OBJECTID,Sample_Date,Lat_deg_,Long_deg_,Pieces_KM2,Normalized
2235,2004-11-07,13.3,-61.47,0,0
2236,2000-11-09,13.31,-60.32,0,0
2237,2002-12-13,13.31,-117.78,1059,0
2238,2003-12-09,13.32,-62.64,0,0
2239,1986-11-05,13.33,-61.25,0,0
2240,1996-12-11,13.33,-65.68,3240,0
2241,2001-12-08,13.33,-62.24,0,0
2242,2005-11-02,13.33,-59.86,0,0
2243,1987-12-18,13.35,-71.32,6479,0
2244,1987-12-18,13.35,-71.32,0,0
2245,1996-12-20,13.35,-68.7,0,0
2246,2005-11-02,13.35,-59.86,1075,0
2247,2002-11-12,13.37,-61.56,491,0
2248,2005-11-02,13.37,-59.86,0,0
2249,2004-11-08,13.39,-61.54,1620,0
2250,1993-12-19,13.4,-69.05,0,0
2251,2002-12-06,13.43,-62.75,0,0
2252,1998-11-04,13.45,-60.51,0,0
2253,2002-11-11,13.46,-61.65,491,0
2254,2004-12-09,13.46,-69.15,540,0
2255,1996-12-05,13.48,-61.52,4418,0
2256,1989-12-13,13.5,-63.35,2058,0
2257,1989-12-13,13.5,-63.35,0,0
2258,2003-12-08,13.5,-62.64,0,0
2259,1995-12-08,13.52,-61.35,0,0
2260,2002-11-12,13.52,-61.58,1620,0
2261,2000-12-03,13.57,-64.43,0,0
2262,1998-12-05,13.59,-62.41,0,0
2263,1994-11-04,13.6,-60.73,0,0
2264,1994-11-04,13.6,-60.73,900,0
2265,1995-12-09,13.62,-61.33,1620,0
2266,1998-12-04,13.62,-62.89,0,0
2267,1991-11-03,13.63,-59.38,1270,0
2268,1991-11-03,13.63,-59.38,23758,0
2269,1991-11-30,13.63,-62.7,540,0
2270,1991-11-30,13.63,-62.7,1080,0
2271,1992-12-04,13.65,-62.47,2160,0
2272,1996-11-04,13.65,-59.3,59935,0
2273,1998-12-16,13.67,-70.82,0,0
2274,2003-12-08,13.69,-156.87,540,0
2275,2004-05-08,13.69,-156.87,2216,0
2276,2012-07-28,13.69,-156.87,0,0
2277,2012-11-01,13.69,-156.87,78436,0
2278,1991-10-31,13.7,-61.2,540,0
2279,1991-10-31,13.7,-61.2,0,0
2280,1991-11-29,13.7,-63.73,675,0
2281,1991-11-29,13.7,-63.73,0,0
2282,1998-11-09,13.73,-59.93,0,0
2283,2000-11-10,13.74,-61.16,0,0
2284,2002-11-13,13.74,-61.21,540,0
2285,1995-12-20,13.75,-69.77,0,0
2286,2001-12-02,13.75,-61.48,1620,0
2287,2006-11-07,13.75,-59.89,0,0
2288,1995-12-21,13.77,-69.78,0,0
2289,2000-11-09,13.77,-60.57,0,0
2290,2002-12-05,13.78,-62.95,0,0
2291,2005-11-02,13.79,-59.82,1075,0
2292,1987-12-18,13.8,-72.48,2400,0
2293,1987-12-18,13.8,-72.48,3600,0
2294,2001-11-03,13.8,-96.14,0,0
2295,1992-03-07,13.82,-81.58,540,0
2296,1992-03-07,13.82,-81.58,0,0
2297,1994-12-18,13.82,-69.73,0,0
2298,1994-12-18,13.82,-69.73,1080,0
2299,2000-12-04,13.84,-64.9,514,0
2300,2000-12-04,13.84,-64.9,0,0
2301,1993-11-08,13.85,-61.07,7019,0
2302,1999-12-05,13.85,-61.32,0,0
2303,1999-12-05,13.87,-61.59,540,0
2304,1994-12-04,13.88,-62.63,11583,0
2305,2003-02-16,13.88,-151.63,0,0
2306,1995-12-23,13.92,-70.35,697,0
2307,2005-11-10,13.92,-61.39,0,0
2308,1997-11-05,13.93,-59.13,0,0
2309,1987-12-06,13.95,-61.88,0,0
2310,1987-12-06,13.95,-61.88,1080,0
2311,1991-10-30,13.97,-61.22,0,0
2312,1996-12-21,13.97,-69.55,0,0
2313,2003-12-08,13.97,-62.58,0,0
2314,1991-12-12,13.98,-68.7,1800,0
2315,1991-12-12,13.98,-68.7,0,0
2316,1997-11-12,13.98,-61.12,0,0
2317,1997-12-07,13.98,-61.03,1620,0
2318,2002-04-04,13.98,-158.97,4860,0
2319,2000-11-08,13.99,-60.74,0,0
2320,1998-11-09,14.01,-59.97,0,0
2321,1986-10-29,14.02,-58.95,0,0
2322,1996-12-07,14.02,-61.07,0,0
2323,1993-11-04,14.03,-61.08,1620,0
2324,1993-11-05,14.03,-61.08,0,0
2325,1994-12-04,14.03,-63.42,0,0
2326,1994-12-04,14.03,-63.42,540,0
2327,1995-12-08,14.03,-61.78,0,0
2328,2004-11-30,14.06,-63.67,5400,0
2329,1992-12-22,14.07,-68.7,9719,0
2330,1992-12-16,14.08,-69.03,0,0
2331,1996-12-21,14.08,-71.12,632,0
2332,1998-11-03,14.08,-60.26,0,0
2333,1998-12-05,14.09,-63.97,0,0
2334,1997-12-17,14.1,-70.13,0,0
2335,1997-12-17,14.1,-70.13,600,0
2336,2007-10-30,14.1,-58.19,0,0
2337,2001-11-02,14.11,-59.55,24298,0
2338,2003-12-07,14.12,-157.12,2160,0
2339,2004-05-08,14.12,-157.12,1137,0
2340,2012-11-01,14.12,-157.12,141599,0
2341,1993-12-05,14.13,-61.93,0,0
2342,2003-05-14,14.13,-158.31,0,0
2343,1998-12-18,14.15,-70.94,0,0
2344,1991-02-18,14.17,-62.08,540,0
2345,1994-12-17,14.17,-66.37,1296,0
2346,1994-12-17,14.17,-66.37,2700,0
2347,1998-12-04,14.17,-63.99,0,0
2348,1992-03-07,14.18,-81.58,0,0
2349,1992-03-07,14.18,-81.58,1620,0
2350,2002-04-14,14.18,-167.24,0,0
2351,2000-11-10,14.19,-60.98,0,0
2352,2000-12-17,14.19,-71.09,0,0
2353,2004-12-09,14.19,-69.54,0,0
2354,1999-11-08,14.2,-60.58,0,0
2355,1999-11-08,14.2,-60.58,1200,0
2356,2003-12-08,14.21,-62.47,0,0
2357,1992-12-04,14.23,-62.67,0,0
2358,2000-12-02,14.24,-66.07,600,0
2359,2000-12-02,14.24,-66.07,540,0
2360,2006-11-13,14.24,-61.73,3375,0
2361,1998-12-04,14.25,-63.06,0,0
2362,2000-12-03,14.27,-64.38,0,0
2363,1996-12-05,14.28,-61.85,4320,0
2364,1987-12-05,14.33,-62.45,39874,0
2365,2004-11-09,14.34,-61.71,1620,0
2366,1997-12-08,14.35,-62.47,0,0
2367,1997-12-08,14.35,-62.47,1351,0
2368,2000-12-09,14.35,-70.1,720,0
2369,2000-12-09,14.35,-70.1,540,0
2370,2005-11-01,14.35,-59.76,1080,0
2371,2005-11-01,14.36,-59.76,0,0
2372,1987-12-05,14.37,-62.48,16919,0
2373,1989-12-05,14.37,-61.84,540,0
2374,2005-11-01,14.37,-59.76,0,0
2375,2003-12-21,14.39,-68.33,0,0
2376,1999-11-05,14.41,-59.32,0,0
2377,2001-11-02,14.41,-96.5,1620,0
2378,1993-12-14,14.42,-62.08,0,0
2379,1999-11-18,14.43,-61.15,7199,0
2380,1999-12-04,14.44,-61.66,6479,0
2381,1999-12-17,14.44,-73.73,1080,0
2382,1993-12-14,14.45,-62.08,0,0
2383,1998-11-09,14.45,-60.01,0,0
2384,2001-12-01,14.46,-61.18,1080,0
2385,1992-12-04,14.47,-62.6,1620,0
2386,2001-12-02,14.48,-61.38,0,0
2387,2001-12-02,14.52,-61.54,540,0
2388,2002-03-16,14.55,-150.85,1080,0
2389,1992-11-03,14.58,-61.33,1080,0
2390,1992-11-03,14.58,-61.33,1620,0
2391,1996-12-07,14.58,-61.67,1080,0
2392,1995-12-07,14.6,-62.17,684,0
2393,2005-11-12,14.6,-61.44,0,0
2394,2002-12-13,14.61,-117.44,1604,0
2395,1994-12-04,14.62,-62.9,0,0
2396,1995-12-23,14.62,-71.35,0,0
2397,1996-12-06,14.62,-61.92,0,0
2398,2003-02-16,14.62,-152.27,0,0
2399,2006-11-06,14.62,-60.27,0,0
2400,1994-12-18,14.63,-70.28,1271,0
2401,1994-12-18,14.63,-70.28,2160,0
2402,1996-11-04,14.63,-58.93,1080,0
2403,1999-12-04,14.64,-61.47,1799,0
2404,2001-11-01,14.65,-59.39,1620,0
2405,2004-04-23,14.71,-157.43,794,0
2406,2012-10-31,14.71,-157.43,78316,0
2407,1995-12-21,14.73,-71.28,21598,0
2408,1998-11-08,14.73,-60.01,3323,0
2409,2005-11-01,14.74,-59.66,2060,0
2410,1992-03-08,14.75,-81.67,540,0
2411,1992-03-08,14.75,-81.67,1620,0
2412,1995-12-21,14.77,-71.25,7199,0
2413,2000-11-09,14.79,-61.53,2160,0
2414,1997-12-07,14.83,-61.37,1350,0
2415,1992-11-17,14.85,-62.38,9001,0
2416,1992-11-17,14.85,-62.38,0,0
2417,1996-12-04,14.85,-61.93,540,0
2418,2000-12-01,14.86,-65.75,491,0
2419,1997-11-04,14.87,-58.97,0,0
2420,2002-04-03,14.89,-158.46,1723,0
2421,1992-12-17,14.9,-69.45,0,0
2422,2000-12-17,14.92,-71.71,0,0
2423,1989-12-14,14.93,-66.75,982,0
2424,1998-11-08,14.93,-59.96,0,0
2425,2000-12-03,14.94,-65.03,0,0
2426,2006-11-13,14.96,-62.06,0,0
2427,2000-12-09,14.97,-71.18,0,0
2428,1998-12-17,14.98,-73.11,0,0
2429,2002-04-14,14.98,-167.65,0,0
2430,2003-11-04,14.98,-58.29,0,0
2431,2003-12-07,14.99,-62.27,540,0
2432,1992-11-05,15,-61.4,540,0
2433,1994-11-03,15,-59.73,415,0
2434,2000-12-02,15,-65.84,3240,0
2435,2001-10-31,15,-59.34,540,0
2436,1986-10-28,15.02,-57.67,0,0
2437,1995-11-06,15.02,-59.18,0,0
2438,1998-12-03,15.02,-64.08,0,0
2439,1994-11-03,15.03,-59.57,0,0
2440,2004-12-10,15.04,-69.97,0,0
2441,2007-10-30,15.07,-58.31,0,0
2442,1992-12-04,15.08,-63.07,0,0
2443,2007-10-29,15.09,-58.3,2015,0
2444,1993-12-20,15.12,-70.97,0,0
2445,2003-12-21,15.12,-68.68,1028,0
2446,1987-12-06,15.13,-62.03,8279,0
2447,1987-12-06,15.13,-62.03,1200,0
2448,2002-12-18,15.16,-72.99,0,0
2449,1998-12-03,15.17,-63.26,2160,0
2450,1994-12-03,15.2,-63.35,720,0
2451,1992-12-03,15.23,-62.78,0,0
2452,1998-12-17,15.24,-74.62,1661,0
2453,1987-12-19,15.25,-75.83,3240,0
2454,1987-12-19,15.25,-75.83,0,0
2455,1996-12-04,15.25,-62.1,0,0
2456,2000-12-02,15.25,-64.48,0,0
2457,2003-12-06,15.25,-157.55,1080,0
2458,2004-04-23,15.25,-157.55,6075,0
2459,2012-10-31,15.25,-157.55,120339,0
2460,1987-12-05,15.26,-62.65,1038,0
2461,1987-12-05,15.26,-62.65,540,0
2462,1994-12-02,15.28,-64.43,0,0
2463,1994-12-02,15.28,-64.43,1080,0
2464,2002-12-14,15.28,-67.42,0,0
2465,1998-11-03,15.29,-59.87,540,0
2466,1995-12-24,15.32,-72.15,0,0
2467,1996-12-06,15.32,-62.13,2160,0
2468,1993-12-05,15.33,-62.15,1620,0
2469,1993-12-05,15.33,-62.15,1800,0
2470,1991-12-14,15.35,-74.3,0,0
2471,1991-12-15,15.35,-74.3,1620,0
2472,1993-12-14,15.35,-62.1,7559,0
2473,1995-12-07,15.35,-62.7,208,0
2474,1995-12-22,15.35,-72.53,5184,0
2475,1995-12-23,15.35,-72.53,8099,0
2476,1999-12-03,15.36,-61.78,540,0
2477,2003-02-15,15.36,-152.9,0,0
2478,1993-12-14,15.37,-62.1,9604,0
2479,1997-12-06,15.38,-61.58,540,0
2480,1999-12-03,15.38,-61.8,0,0
2481,2000-12-18,15.38,-72.43,540,0
2482,2000-12-18,15.38,-72.43,0,0
2483,1996-12-18,15.4,-74.62,491,0
2484,2005-11-01,15.4,-59.36,0,0
2485,2006-11-06,15.4,-60.42,1620,0
2486,2001-11-02,15.41,-97.89,0,0
2487,1996-12-04,15.45,-62.03,4966,0
2488,1997-12-18,15.45,-70.82,1620,0
2489,1997-12-18,15.45,-70.82,2160,0
2490,1999-11-07,15.45,-60.75,16199,0
2491,1996-12-23,15.47,-75.38,0,0
2492,2003-12-23,15.47,-71.2,4628,0
2493,2008-11-09,15.47,-61,0,0
2494,1993-02-28,15.48,-76.05,540,0
2495,1993-02-28,15.48,-76.05,1620,0
2496,1999-11-05,15.49,-58.88,5400,0
2497,2000-12-10,15.51,-72.26,540,0
2498,2000-12-10,15.51,-72.26,0,0
2499,1993-11-02,15.53,-59.1,0,0
2500,1993-11-02,15.53,-59.1,1080,0
2501,2002-12-15,15.53,-68.83,0,0
2502,2003-12-22,15.53,-69.95,0,0
2503,1989-12-04,15.55,-62.17,0,0
2504,1989-12-04,15.55,-62.17,2160,0
2505,1997-11-03,15.55,-58.78,0,0
2506,1998-12-18,15.55,-72.15,0,0
2507,2003-12-23,15.55,-71.17,2160,0
2508,1992-12-17,15.57,-69.95,540,0
2509,1993-12-04,15.58,-62.67,720,0
2510,2000-12-18,15.58,-72.87,1661,0
2511,2003-12-04,15.6,-62.27,2700,0
2512,2003-12-22,15.61,-70.69,0,0
2513,1994-12-02,15.62,-64.13,0,0
2514,1996-11-21,15.62,-62.03,2700,0
2515,1996-11-21,15.62,-62.03,2160,0
2516,2002-12-16,15.62,-69.61,0,0
2517,2003-12-05,15.62,-62.2,169,0
2518,2001-10-31,15.65,-59.37,2024,0
2519,1999-12-03,15.66,-62.68,540,0
2520,2008-11-08,15.66,-60.77,0,0
2521,2000-11-08,15.71,-61.98,0,0
2522,1996-12-05,15.73,-62.37,540,0
2523,2000-12-01,15.73,-65.04,1080,0
2524,2004-03-06,15.73,-69.66,0,0
2525,2003-12-22,15.74,-71.11,0,0
2526,1995-12-23,15.77,-74.08,2348,0
2527,1998-12-18,15.77,-76.08,0,0
2528,1991-12-15,15.78,-75.5,540,0
2529,1991-12-15,15.78,-75.5,0,0
2530,1995-12-24,15.78,-74.1,1964,0
2531,2001-10-31,15.78,-98.47,2117,0
2532,2007-12-01,15.8,-68.76,0,0
2533,1998-12-03,15.81,-64.17,540,0
2534,2003-12-06,15.81,-61.99,1440,0
2535,1987-12-20,15.82,-76.78,540,0
2536,1987-12-20,15.82,-76.78,1080,0
2537,1993-03-02,15.82,-76.35,0,0
2538,1993-03-02,15.82,-76.35,1620,0
2539,1992-12-03,15.83,-62.93,0,0
2540,1995-11-07,15.83,-60.37,4500,0
2541,1995-11-07,15.83,-60.37,1350,0
2542,2003-12-02,15.84,-62.94,0,0
2543,2008-11-08,15.84,-60.55,450,0
2544,1992-02-26,15.85,-75.45,831,0
2545,1996-12-18,15.85,-75.72,0,0
2546,2004-03-07,15.86,-72.02,0,0
2547,1992-11-18,15.87,-63.03,0,0
2548,1992-11-18,15.87,-63.03,1441,0
2549,1996-12-04,15.88,-62.28,1080,0
2550,2003-12-04,15.88,-62.45,0,0
2551,2004-03-06,15.88,-70.92,0,0
2552,2007-12-01,15.89,-69.58,1390,0
2553,1987-12-04,15.9,-62.75,2160,0
2554,1987-12-04,15.9,-62.75,2057,0
2555,1998-12-19,15.9,-73,0,0
2556,1993-12-03,15.92,-63.08,0,0
2557,1996-12-05,15.93,-62.38,0,0
2558,2000-04-27,15.93,-60.81,540,0
2559,2004-11-14,15.93,-61.92,0,0
2560,2000-12-10,15.94,-73.37,10121,0
2561,2004-11-29,15.94,-63.93,540,0
2562,2012-07-10,15.94,-162.49,970,0
2563,2012-10-31,15.94,-162.49,70277,0
2564,2000-12-02,15.95,-64.6,1080,0
2565,2002-12-12,15.95,-117.03,0,0
2566,2000-12-01,15.96,-65.13,0,0
2567,1992-03-09,15.97,-81.77,6479,0
2568,1997-12-06,15.97,-61.95,675,0
2569,1989-12-03,15.98,-62.68,540,0
2570,1993-12-04,15.98,-62.9,0,0
2571,2001-11-29,15.98,-62.23,1728,0
2572,2004-03-07,15.99,-73.36,0,0
2573,1995-12-25,16,-76.53,0,0
2574,1995-12-25,16.02,-76.55,1878,0
2575,1996-11-03,16.02,-58.47,0,0
2576,1986-10-28,16.03,-57.87,0,0
2577,1993-12-15,16.03,-62.37,540,0
2578,1993-12-15,16.03,-62.37,0,0
2579,1996-11-09,16.03,-60.29,0,0
2580,1996-11-09,16.03,-60.29,1080,0
2581,2002-04-15,16.03,-168.18,0,0
2582,2007-11-30,16.05,-66.98,0,0
2583,2003-12-03,16.06,-62.62,0,0
2584,1995-12-06,16.07,-63.2,0,0
2585,1995-12-08,16.07,-61.9,0,0
2586,1995-12-24,16.07,-72.82,2700,0
2587,1989-12-04,16.08,-62.2,1620,0
2588,1989-12-04,16.08,-62.2,2700,0
2589,2001-11-29,16.09,-62.17,4860,0
2590,1993-03-04,16.1,-79.5,1620,0
2591,1995-12-08,16.1,-61.9,540,0
2592,2000-12-19,16.1,-73.79,540,0
2593,2006-11-05,16.11,-60.69,5400,0
2594,2008-12-01,16.11,-68.31,0,0
2595,2003-12-05,16.13,-162,3780,0
2596,2004-04-22,16.13,-162,0,0
2597,2007-10-29,16.13,-58.47,2221,0
2598,2012-07-10,16.13,-162,6998,0
2599,2012-10-31,16.13,-162,1142264,0
2600,1999-12-18,16.14,-76.05,0,0
2601,2002-04-02,16.14,-157.92,0,0
2602,1995-12-29,16.15,-85.98,0,0
2603,1995-12-29,16.15,-86.02,0,0
2604,2002-12-17,16.15,-71.94,0,0
2605,2006-03-01,16.15,-85.29,0,0
2606,2008-12-03,16.15,-72.44,1259,0
2607,2003-11-03,16.16,-57.97,0,0
2608,2004-03-08,16.16,-74.36,0,0
2609,1987-12-28,16.17,-86.29,0,0
2610,1994-12-18,16.17,-68.88,0,0
2611,2001-11-29,16.17,-62.13,0,0
2612,2004-12-11,16.17,-70.49,0,0
2613,1995-03-04,16.18,-86.1,2160,0
2614,2006-04-15,16.18,-85.55,5400,0
2615,2003-12-06,16.19,-61.86,2400,0
2616,1994-11-02,16.2,-59.47,0,0
2617,1997-12-23,16.2,-79.83,1080,0
2618,1997-12-23,16.2,-79.83,0,0
2619,2000-03-07,16.2,-83.99,7019,0
2620,2002-12-19,16.2,-73.6,0,0
2621,2007-11-29,16.2,-65.93,0,0
2622,2000-11-08,16.21,-62.18,491,0
2623,1987-12-28,16.22,-86.29,0,0
2624,1999-03-03,16.22,-86.2,0,0
2625,1987-02-25,16.24,-77.15,288,0
2626,1992-03-09,16.24,-81.2,0,0
2627,1992-03-09,16.24,-81.2,771,0
2628,1987-03-01,16.25,-85.87,0,0
2629,1989-12-23,16.25,-74.98,1620,0
2630,1989-12-23,16.25,-74.98,1080,0
2631,1992-03-03,16.25,-76.18,0,0
2632,1992-03-03,16.25,-76.18,600,0
2633,1998-12-02,16.25,-63.96,0,0
2634,2001-12-10,16.26,-67.54,0,0
2635,1987-02-27,16.27,-80.22,0,0
2636,1996-12-03,16.27,-62.48,0,0
2637,2008-12-04,16.27,-73.55,0,0
2638,1996-12-19,16.28,-77.12,4418,0
2639,2003-12-05,16.28,-160.37,4320,0
2640,2004-04-21,16.28,-160.37,1080,0
2641,2012-07-09,16.28,-160.37,13799,0
2642,2012-10-30,16.28,-160.37,579882,0
2643,2002-03-17,16.29,-151.6,1080,0
2644,1991-11-28,16.3,-64.72,1080,0
2645,1998-12-19,16.3,-77.4,0,0
2646,1998-12-19,16.3,-78.8,0,0
2647,2004-04-17,16.3,-85.9,0,0
2648,2007-12-02,16.3,-71.58,822,0
2649,2008-12-06,16.3,-77.18,460,0
2650,1992-03-12,16.32,-85.9,1080,0
2651,1992-03-12,16.32,-85.93,0,0
2652,2008-12-02,16.32,-69.31,629,0
2653,1987-12-27,16.33,-85.63,982,0
2654,1987-12-27,16.33,-85.63,1350,0
2655,1993-12-04,16.33,-62.88,0,0
2656,1995-12-26,16.33,-78.92,0,0
2657,1997-12-22,16.33,-78.82,0,0
2658,2001-10-31,16.33,-99.24,5400,0
2659,2007-12-02,16.33,-70.9,0,0
2660,2003-12-03,16.34,-62.91,0,0
2661,2008-12-06,16.34,-76.54,0,0
2662,1987-02-26,16.35,-79.47,0,0
2663,1995-12-26,16.35,-79,3600,0
2664,1996-12-24,16.35,-84.48,1080,0
2665,2003-12-02,16.35,-63.31,0,0
2666,2008-12-02,16.35,-70.37,0,0
2667,1998-11-07,16.36,-60.71,3240,0
2668,2003-12-04,16.36,-159.94,19438,0
2669,2004-04-21,16.36,-159.94,0,0
2670,2012-07-09,16.36,-159.94,1403,0
2671,2012-10-30,16.36,-159.94,1085124,0
2672,1996-12-21,16.37,-79.83,0,0
2673,2002-12-02,16.37,-65.01,0,0
2674,2003-03-05,16.37,-85.58,0,0
2675,2006-04-15,16.38,-84.74,0,0
2676,2002-04-15,16.39,-169.05,0,0
2677,2002-11-04,16.39,-57.85,0,0
2678,2003-03-02,16.39,-84.34,0,0
2679,2006-04-15,16.39,-84.75,0,0
2680,2007-12-13,16.39,-86.26,1839,0
2681,1987-12-26,16.4,-82.63,0,0
2682,1987-12-26,16.4,-82.63,540,0
2683,1994-03-04,16.4,-85.1,0,0
2684,1998-12-21,16.4,-81.34,0,0
2685,2000-11-30,16.41,-65.4,0,0
2686,2000-12-24,16.41,-84.65,540,0
2687,2000-12-24,16.41,-84.65,2160,0
2688,2001-11-29,16.41,-62.08,2794,0
2689,2006-04-14,16.41,-83.37,0,0
2690,2007-11-28,16.41,-65.1,0,0
2691,2008-12-04,16.41,-74.33,533,0
2692,2006-04-14,16.42,-83.38,0,0
2693,2007-11-11,16.42,-61.31,0,0
2694,1987-12-03,16.43,-63.6,0,0
2695,1987-12-04,16.43,-63.6,432,0
2696,1998-12-19,16.43,-79.94,3858,0
2697,2000-03-07,16.43,-84.47,13499,0
2698,1987-12-20,16.44,-78.05,3780,0
2699,1987-12-20,16.44,-78.05,540,0
2700,1998-12-03,16.44,-64.53,0,0
2701,2003-03-04,16.44,-83.03,0,0
2702,1993-03-28,16.45,-79.18,0,0
2703,1996-12-22,16.45,-82.48,8837,0
2704,2002-12-17,16.45,-71.33,0,0
2705,1989-12-01,16.47,-63.63,1080,0
2706,1989-12-01,16.47,-63.63,1620,0
2707,1998-04-13,16.47,-79.02,1620,0
2708,2001-03-05,16.47,-86,0,0
2709,2003-04-17,16.47,-84.78,953,0
2710,1992-12-03,16.48,-63.15,0,0
2711,1997-12-05,16.48,-62.25,2492,0
2712,2008-12-07,16.48,-78.6,0,0
2713,1995-12-24,16.5,-73.45,1350,0
2714,1997-03-03,16.5,-72.1,0,0
2715,1997-12-21,16.5,-76.25,0,0
2716,1997-12-22,16.5,-77.6,540,0
2717,1998-02-27,16.5,-80.97,0,0
2718,2002-04-20,16.5,-85.99,0,0
2719,1987-02-28,16.51,-85.08,1440,0
2720,2001-12-11,16.51,-69.6,450,0
2721,1995-03-03,16.52,-84.17,0,0
2722,1987-03-01,16.53,-85.33,0,0
2723,1987-12-21,16.53,-79.06,540,0
2724,1987-12-21,16.53,-79.06,0,0
2725,1992-03-12,16.53,-85.58,540,0
2726,1992-03-12,16.53,-85.58,1080,0
2727,2000-12-19,16.53,-76.7,0,0
2728,2000-12-23,16.53,-82.99,0,0
2729,2001-03-10,16.54,-86.05,1620,0
2730,2003-04-17,16.54,-84.2,675,0
2731,1997-11-03,16.55,-58.67,2160,0
2732,2000-05-14,16.55,-65.69,1620,0
2733,2002-12-03,16.55,-64.71,0,0
2734,2003-03-04,16.55,-82.03,540,0
2735,1992-11-01,16.57,-60.48,675,0
2736,1992-11-01,16.57,-60.48,0,0
2737,1993-12-03,16.57,-63.37,0,0
2738,1992-02-26,16.58,-75.43,540,0
2739,1993-03-08,16.58,-84.12,3780,0
2740,1993-03-08,16.58,-84.12,540,0
2741,1994-12-19,16.58,-70.03,1620,0
2742,1994-12-19,16.58,-70.03,5940,0
2743,1998-02-27,16.58,-81.07,0,0
2744,1998-12-21,16.58,-82.21,1080,0
2745,2000-12-23,16.58,-83.22,5400,0
2746,2004-12-11,16.58,-70.77,900,0
2747,2007-12-03,16.58,-72.8,5847,0
2748,1989-12-03,16.6,-63.07,0,0
2749,1989-12-03,16.6,-63.07,900,0
2750,1989-12-15,16.6,-66.1,675,0
2751,1989-12-15,16.6,-66.1,0,0
2752,1997-12-04,16.6,-62.35,0,0
2753,2005-04-25,16.61,-61.76,0,0
2754,1994-12-01,16.62,-64.7,0,0
2755,1994-12-01,16.62,-64.7,540,0
2756,1995-11-05,16.62,-59.15,2699,0
2757,1995-12-28,16.62,-83.95,7559,0
2758,1998-02-27,16.62,-81.17,0,0
2759,2003-05-13,16.62,-157.58,0,0
2760,1989-12-02,16.63,-63.5,540,0
2761,1989-12-02,16.63,-63.5,1080,0
2762,1994-12-02,16.63,-63.87,540,0
2763,1998-04-17,16.63,-84.97,0,0
2764,1999-03-01,16.63,-79.49,2700,0
2765,2004-04-15,16.63,-83.56,0,0
2766,2006-04-13,16.63,-81.39,3287,0
2767,1998-12-01,16.64,-64.27,0,0
2768,2003-03-10,16.64,-85.93,0,0
2769,2005-10-31,16.64,-59.07,1404,0
2770,2006-04-13,16.64,-81.41,0,0
2771,1998-02-27,16.65,-81.27,0,0
2772,1998-04-17,16.65,-84.95,0,0
2773,1989-12-02,16.66,-64.37,540,0
2774,1999-03-03,16.66,-84.63,540,0
2775,2005-10-31,16.66,-59.06,448,0
2776,1994-11-02,16.67,-58.75,1620,0
2777,1994-11-02,16.67,-58.75,5400,0
2778,1995-12-25,16.67,-74,541,0
2779,1998-02-28,16.67,-81.35,1080,0
2780,1998-04-14,16.67,-80.97,0,0
2781,2000-12-22,16.67,-82.49,1620,0
2782,2001-10-31,16.67,-59.43,540,0
2783,2001-11-29,16.67,-62.58,7199,0
2784,2007-12-12,16.67,-85.41,2841,0
2785,1994-04-15,16.68,-83.53,0,0
2786,1994-04-15,16.68,-83.53,1080,0
2787,1996-12-23,16.68,-83.35,0,0
2788,1998-02-28,16.68,-81.38,0,0
2789,1998-02-28,16.68,-81.45,0,0
2790,1998-02-28,16.68,-81.52,1080,0
2791,1998-02-28,16.68,-81.58,0,0
2792,1998-04-17,16.68,-84.93,0,0
2793,2002-11-04,16.68,-57.8,0,0
2794,2005-10-31,16.68,-59.05,1138,0
2795,2005-10-31,16.68,-59.05,1014,0
2796,2006-04-13,16.68,-82.41,4909,0
2797,2007-11-28,16.68,-64.27,0,0
2798,1998-04-17,16.7,-84.92,0,0
2799,2001-03-01,16.7,-80.39,0,0
2800,1989-12-03,16.71,-62.51,1080,0
2801,2000-03-04,16.71,-80.47,1620,0
2802,1987-02-28,16.72,-83.78,1080,0
2803,1995-12-06,16.72,-63.62,2699,0
2804,1997-12-03,16.72,-63.6,0,0
2805,2000-03-04,16.73,-81.21,0,0
2806,2004-03-05,16.73,-69.02,0,0
2807,2006-04-11,16.73,-77.91,1080,0
2808,2006-04-11,16.73,-77.93,3240,0
2809,1987-12-26,16.74,-83.72,2700,0
2810,1987-12-26,16.74,-83.72,0,0
2811,1998-12-22,16.74,-83.04,0,0
2812,2000-11-30,16.74,-65.23,1620,0
2813,2007-04-27,16.74,-62.3,0,0
2814,2007-12-18,16.74,-85.68,518,0
2815,1991-03-09,16.75,-74.58,1080,0
2816,1991-03-09,16.75,-74.58,7559,0
2817,1995-11-06,16.75,-60.28,1137,0
2818,1995-11-06,16.75,-60.28,0,0
2819,1998-04-14,16.75,-79.58,1080,0
2820,2006-02-28,16.75,-83.7,3695,0
2821,2007-04-26,16.75,-62.09,0,0
2822,2000-03-04,16.76,-81.93,8099,0
2823,2006-04-11,16.76,-78.27,540,0
2824,1987-02-27,16.77,-81.33,0,0
2825,1997-12-04,16.77,-62.83,2160,0
2826,2001-03-01,16.77,-81.14,0,0
2827,1996-02-27,16.78,-83.65,0,0
2828,1996-12-03,16.78,-62.62,3780,0
2829,1998-12-02,16.78,-64.64,0,0
2830,2000-12-20,16.79,-76.84,0,0
2831,1992-12-02,16.8,-64.2,0,0
2832,1993-12-21,16.8,-72.77,0,0
