OBJECTID,Sample_Date,Lat_deg_,Long_deg_,Pieces_KM2,Normalized
1,2004-11-08,13.88,-61.71,0,0
2,2004-11-03,14.54,-60.61,0,0
3,1997-11-10,16.07,-61.95,0,0
4,1996-12-24,18.1,-78.53,0,0
5,2004-10-23,28.63,-58.22,0,0
6,2004-10-17,39.71,-67.97,0,0
7,1998-11-08,15.73,-60.3,0,0
8,1993-11-08,13.85,-61.07,0,0
9,2002-02-17,-14.74,-147.8,0,0
10,2002-02-17,-14.7,-147.8,0,0
11,1997-12-11,10.52,-64.7,0,0
12,1993-02-27,10.53,-75.92,0,0
13,1994-12-12,11,-66.07,0,0
14,1996-12-16,11.22,-62.23,0,0
15,1996-12-16,11.23,-62.23,0,0
16,2000-12-07,11.32,-67.08,0,0
17,1994-12-09,11.33,-63.63,0,0
18,1993-11-07,11.38,-59.92,0,0
19,1992-11-08,11.72,-61.9,0,0
20,1994-12-13,11.72,-67.75,0,0
21,1994-12-09,11.78,-62.95,0,0
22,1995-11-13,11.78,-60.42,0,0
23,1993-12-08,11.8,-61.38,0,0
24,1987-12-14,11.94,-68.26,0,0
25,1997-12-13,11.98,-68.1,0,0
26,1994-11-05,12,-61.48,0,0
27,1994-12-15,12.07,-61.98,0,0
28,1995-11-13,12.15,-60.27,0,0
29,1987-12-13,12.27,-67.5,0,0
30,1992-11-08,12.32,-61.88,0,0
31,1993-11-10,12.33,-61.82,0,0
32,1991-11-30,12.35,-64.25,0,0
33,1994-12-10,12.42,-61.93,0,0
34,1997-12-09,12.47,-62.47,0,0
35,1993-03-01,12.48,-78.37,0,0
36,1993-12-06,12.49,-61.68,0,0
37,1987-12-11,12.5,-62.03,0,0
38,1994-12-06,12.57,-61.85,0,0
39,1994-12-15,12.58,-62.77,0,0
40,1997-12-16,12.6,-69.35,0,0
41,1995-11-13,12.95,-60.15,0,0
42,1989-12-12,13.05,-63.12,0,0
43,1991-11-11,13.12,-61.53,0,0
44,1991-12-01,13.18,-62.07,0,0
45,1994-12-07,13.2,-61.32,0,0
46,1987-12-07,13.27,-61.47,0,0
47,1997-12-17,13.32,-69.8,0,0
48,1993-12-17,13.45,-61.73,0,0
49,1994-12-04,13.47,-63.22,0,0
50,1999-11-09,13.47,-60.41,0,0
51,1991-12-13,13.63,-70.97,0,0
52,1992-11-06,13.72,-60.68,0,0
53,1994-12-17,13.9,-65.93,0,0
54,1996-11-11,13.9,-60.15,0,0
55,1993-03-02,13.92,-78.9,0,0
56,1989-12-05,13.98,-61.7,0,0
57,1993-11-03,14.1,-60.78,0,0
58,1992-11-06,14.23,-61.18,0,0
59,1991-11-30,14.53,-63.27,0,0
60,1989-12-13,14.68,-64.43,0,0
61,1992-11-02,14.77,-60.55,0,0
62,1996-11-10,14.8,-60.14,0,0
63,1996-11-20,14.85,-61.69,0,0
64,1997-12-07,14.88,-62.52,0,0
65,1997-12-18,14.9,-70.38,0,0
66,1995-11-08,14.95,-60.43,0,0
67,1989-12-05,15.1,-61.98,0,0
68,1991-12-14,15.1,-73.75,0,0
69,1999-11-08,15.11,-60.49,0,0
70,1994-12-19,15.15,-70.6,0,0
71,1991-11-29,15.22,-64.37,0,0
72,2000-12-18,15.28,-72.43,0,0
73,1997-12-07,15.48,-62.53,0,0
74,1993-03-03,15.57,-78.98,0,0
75,1992-03-03,15.63,-76.2,0,0
76,2000-12-01,15.65,-65.51,0,0
77,2000-12-03,15.73,-65.21,0,0
78,1993-11-18,15.75,-62.5,0,0
79,1989-12-14,15.8,-65.3,0,0
80,1991-11-29,15.87,-63.85,0,0
81,1993-02-19,15.9,-74.97,0,0
82,1994-12-01,15.9,-64.55,0,0
83,1997-12-19,16.02,-71.78,0,0
84,1994-12-19,16.03,-71.08,0,0
85,1992-11-01,16.08,-59.95,0,0
86,1997-12-06,16.1,-62.23,0,0
87,1994-03-06,16.2,-84.6,0,0
88,1989-12-23,16.22,-74.47,0,0
89,1993-03-09,16.22,-85.88,0,0
90,1987-12-27,16.23,-86.26,0,0
91,1992-03-04,16.37,-76.65,0,0
92,1991-12-16,16.38,-76.63,0,0
93,1993-12-15,16.38,-62.83,0,0
94,1989-12-24,16.48,-76,0,0
95,1993-03-07,16.5,-82.18,0,0
96,1994-04-16,16.57,-84.95,0,0
97,1997-12-21,16.62,-75.3,0,0
98,2006-04-12,16.67,-79.33,0,0
99,1989-12-21,16.68,-71.35,0,0
100,1996-11-22,16.68,-62,0,0
101,1997-12-20,16.72,-74.38,0,0
102,1992-11-18,16.73,-63.68,0,0
103,1997-12-24,16.75,-81.12,0,0
104,1996-11-09,16.78,-60.19,0,0
105,1991-12-26,16.87,-86.72,0,0
106,1989-12-26,16.88,-77.5,0,0
107,1997-12-20,16.88,-73.62,0,0
108,1991-11-14,16.92,-62.7,0,0
109,1992-11-01,17.03,-59.57,0,0
110,1994-12-20,17.1,-71.45,0,0
111,1994-12-22,17.15,-76.53,0,0
112,2000-12-21,17.15,-80.35,0,0
113,1992-03-04,17.23,-77.18,0,0
114,1991-12-17,17.32,-78.5,0,0
115,1993-11-01,17.32,-59.93,0,0
116,1996-11-04,17.32,-61,0,0
117,2000-05-15,17.32,-66.41,0,0
118,1989-12-22,17.35,-72.5,0,0
119,2000-05-14,17.37,-65.25,0,0
120,1989-12-17,17.4,-68.78,0,0
121,1993-12-17,17.42,-65.3,0,0
122,1989-11-28,17.8,-64.32,0,0
123,1991-11-27,17.84,-65,0,0
124,1989-12-16,17.9,-67.62,0,0
125,1989-12-16,17.9,-67.82,0,0
126,1997-12-03,17.9,-64.62,0,0
127,1997-12-05,18,-63.85,0,0
128,1989-12-17,18.03,-68.42,0,0
129,1995-11-05,18.07,-60.15,0,0
130,1991-11-26,18.17,-64.72,0,0
131,1991-11-27,18.23,-64.58,0,0
132,1993-12-22,18.38,-75.45,0,0
133,1997-12-04,18.42,-64.32,0,0
134,1993-12-19,18.47,-67.82,0,0
135,1993-12-01,18.48,-64.25,0,0
136,1996-11-03,18.52,-60.49,0,0
137,1993-02-20,18.8,-74.97,0,0
138,1991-03-14,19.03,-79.65,0,0
139,1992-10-31,19.57,-59.48,0,0
140,2001-02-20,19.82,-75.51,0,0
141,2001-05-12,19.83,-65.17,0,0
142,1997-02-27,19.97,-69.03,0,0
143,1996-11-02,20.03,-60.15,0,0
144,1991-12-27,20.43,-71.17,0,0
145,1991-12-27,20.68,-71.58,0,0
146,1991-12-18,20.98,-68.28,0,0
147,1993-02-15,21.1,-72.87,0,0
148,1993-12-28,21.28,-72.72,0,0
149,1991-12-28,21.32,-72.38,0,0
150,1990-04-16,21.75,-69.57,0,0
151,1991-10-24,22.05,-58.63,0,0
152,2001-05-15,22.12,-65.82,0,0
153,1990-04-26,22.2,-70.72,0,0
154,1990-04-12,22.27,-73.75,0,0
155,1996-02-18,23.27,-74.92,0,0
156,1991-03-22,23.47,-83.2,0,0
157,1993-01-27,23.74,-80.69,0,0
158,1996-05-05,23.83,-81.97,0,0
159,2004-01-27,23.85,-81.88,0,0
160,1994-01-14,24.05,-80.15,0,0
161,1994-01-14,24.1,-81.03,0,0
162,1997-03-26,24.1,-80.57,0,0
163,1998-01-06,24.1,-82.25,0,0
164,1996-03-25,24.18,-83.73,0,0
165,1998-01-07,24.18,-81,0,0
166,2001-02-12,24.19,-80.66,0,0
167,1992-04-26,24.22,-74.98,0,0
168,2000-01-05,24.24,-81.83,0,0
169,1993-01-16,24.53,-83.35,0,0
170,1992-01-02,24.6,-80.62,0,0
171,1990-04-11,24.62,-72.03,0,0
172,1992-03-19,24.73,-83.47,0,0
173,1997-03-27,24.77,-79.73,0,0
174,2004-01-29,24.78,-83.3,0,0
175,1992-04-23,24.82,-75.98,0,0
176,1992-01-02,24.9,-79.67,0,0
177,1992-01-03,25.25,-79.83,0,0
178,1997-05-14,25.27,-77.23,0,0
179,1999-02-19,25.27,-68.2,0,0
180,1992-04-05,25.4,-75.18,0,0
181,1995-05-08,25.42,-77.47,0,0
182,1993-03-30,25.6,-77.58,0,0
183,1994-05-09,25.62,-76.98,0,0
184,1991-04-19,25.65,-76.72,0,0
185,1992-04-04,25.75,-77.1,0,0
186,1995-03-29,25.75,-79.36,0,0
187,1992-04-05,25.77,-77.15,0,0
188,1993-02-09,25.85,-78.18,0,0
189,1991-04-19,25.87,-79.97,0,0
190,1993-05-07,25.95,-77.65,0,0
191,1993-03-29,25.98,-77.85,0,0
192,1994-03-24,26,-79.78,0,0
193,1992-01-15,26.02,-77.74,0,0
194,1994-05-07,26.03,-79.58,0,0
195,1992-04-20,26.12,-78.53,0,0
196,1993-02-09,26.17,-79.13,0,0
197,1995-01-27,26.22,-78.2,0,0
198,1995-05-09,26.25,-79.3,0,0
199,1992-01-13,26.28,-79.05,0,0
200,1992-04-23,26.36,-78.57,0,0
201,1992-02-17,26.73,-75.15,0,0
202,1996-03-22,27.12,-83.27,0,0
203,1995-05-09,27.2,-79.5,0,0
204,1994-05-08,27.37,-79.79,0,0
205,1994-02-08,27.5,-78.88,0,0
206,1998-02-11,28,-80.02,0,0
207,1990-04-28,29.14,-71.19,0,0
208,2004-10-23,29.18,-58.51,0,0
209,1997-03-29,29.56,-79.7,0,0
210,1996-05-10,30.8,-79.85,0,0
211,2001-04-30,31.01,-78.76,0,0
212,1996-05-10,31.82,-79.12,0,0
213,1992-10-19,38.2,-60.9,0,0
214,1996-10-19,38.32,-69.29,0,0
215,1993-10-18,38.38,-69.28,0,0
216,1999-10-19,38.38,-69.57,0,0
217,1989-05-25,38.87,-68.88,0,0
218,1999-10-20,39.17,-66.08,0,0
219,1994-08-08,39.22,-69.37,0,0
220,1994-08-07,39.35,-69.48,0,0
221,1996-08-09,39.62,-68.58,0,0
222,2004-10-17,39.62,-66.49,0,0
223,1994-08-09,39.65,-69.13,0,0
224,1996-08-08,39.7,-69.75,0,0
225,1992-10-15,39.82,-69.08,0,0
226,1993-10-15,40.02,-71.3,0,0
227,1994-08-06,40.1,-70.08,0,0
228,1996-10-17,40.1,-70.16,0,0
229,1995-07-10,40.13,-69.95,0,0
230,1992-06-21,40.2,-70.5,0,0
231,1994-06-23,40.25,-70.23,0,0
232,1992-10-15,40.33,-69.9,0,0
233,1992-06-25,40.37,-68.75,0,0
234,1995-10-19,40.43,-70.05,0,0
235,1993-10-14,40.62,-71.52,0,0
236,1994-08-06,40.67,-70.52,0,0
237,1992-10-17,40.78,-60.25,0,0
238,1996-08-10,40.82,-68.98,0,0
239,1991-10-10,40.98,-70.62,0,0
240,1991-07-03,41.03,-70.81,0,0
241,1993-10-14,41.03,-71.07,0,0
242,1992-08-31,41.1,-68.92,0,0
243,1993-08-07,41.18,-70.87,0,0
244,1993-07-07,41.28,-68.82,0,0
245,1993-08-06,41.47,-70.52,0,0
246,1994-08-07,41.5,-70.63,0,0
247,1993-08-16,41.54,-70.73,0,0
248,1993-08-09,41.57,-69.4,0,0
249,1992-05-16,41.58,-66.63,0,0
250,2001-07-22,42.22,-70.26,0,0
251,1992-05-18,42.58,-65.77,0,0
252,1990-08-16,42.71,-65.39,0,0
253,1990-08-21,42.74,-70.31,0,0
254,1989-08-16,43.09,-67.49,0,0
255,1992-05-23,43.18,-67.98,0,0
256,1992-08-14,43.27,-63.87,0,0
257,1992-05-23,43.3,-68.65,0,0
258,1992-05-23,43.93,-64.54,0,0
259,1990-08-15,44.55,-62.69,0,0
260,1989-07-24,45.41,-58.64,0,0
261,1989-07-26,47.41,-56.17,0,0
262,2003-12-13,5.79,-147.72,0,0
263,2004-05-14,5.79,-147.72,0,0
264,2004-12-09,5.79,-147.72,0,0
265,2005-04-02,5.79,-147.72,0,0
266,2005-10-20,5.79,-147.72,0,0
267,2006-03-24,5.79,-147.72,0,0
268,2006-11-11,5.79,-147.72,0,0
269,2007-05-14,5.79,-147.72,0,0
270,2007-12-19,5.79,-147.72,0,0
271,2008-06-22,5.79,-147.72,0,0
272,2008-11-30,5.79,-147.72,0,0
273,2009-04-02,5.79,-147.72,0,0
274,2009-07-14,5.79,-147.72,0,0
275,2010-07-07,5.79,-147.72,0,0
276,2010-12-03,5.79,-147.72,0,0
277,2011-04-16,5.79,-147.72,0,0
278,2011-07-23,5.79,-147.72,0,0
279,2011-11-26,5.79,-147.72,0,0
280,2012-04-11,5.79,-147.72,0,0
281,2012-09-20,5.79,-147.72,0,0
282,2003-12-13,6.42,-148.97,0,0
283,2004-05-13,6.42,-148.97,0,0
284,2004-12-09,6.42,-148.97,0,0
285,2005-04-01,6.42,-148.97,0,0
286,2005-10-20,6.42,-148.97,0,0
287,2006-03-08,6.42,-148.97,0,0
288,2006-11-11,6.42,-148.97,0,0
289,2007-05-13,6.42,-148.97,0,0
290,2007-12-18,6.42,-148.97,0,0
291,2008-06-21,6.42,-148.97,0,0
292,2008-11-29,6.42,-148.97,0,0
293,2009-04-01,6.42,-148.97,0,0
294,2009-07-12,6.42,-148.97,0,0
295,2010-07-06,6.42,-148.97,0,0
296,2010-12-02,6.42,-148.97,0,0
297,2011-04-15,6.42,-148.97,0,0
298,2011-07-22,6.42,-148.97,0,0
299,2011-11-25,6.42,-148.97,0,0
300,2012-04-07,6.42,-148.97,0,0
301,2012-09-19,6.42,-148.97,0,0
302,2003-12-12,6.84,-149.44,0,0
303,2004-05-13,6.84,-149.44,0,0
304,2004-12-08,6.84,-149.44,0,0
305,2005-04-01,6.84,-149.44,0,0
306,2005-10-20,6.84,-149.44,0,0
307,2006-03-08,6.84,-149.44,0,0
308,2006-11-10,6.84,-149.44,0,0
309,2007-05-12,6.84,-149.44,0,0
310,2007-12-17,6.84,-149.44,0,0
311,2008-06-21,6.84,-149.44,0,0
312,2008-11-29,6.84,-149.44,0,0
313,2009-04-01,6.84,-149.44,0,0
314,2009-07-11,6.84,-149.44,0,0
315,2010-07-06,6.84,-149.44,0,0
316,2010-11-25,6.84,-149.44,0,0
317,2011-04-15,6.84,-149.44,0,0
318,2011-07-21,6.84,-149.44,0,0
319,2011-11-25,6.84,-149.44,0,0
320,2012-04-07,6.84,-149.44,0,0
321,2012-09-19,6.84,-149.44,0,0
322,2003-10-31,23.65,-149.74,0,0
323,2004-02-20,23.65,-149.74,0,0
324,2004-10-20,23.65,-149.74,0,0
325,2005-02-15,23.65,-149.74,0,0
326,2005-07-08,23.65,-149.74,0,0
327,2005-12-04,23.65,-149.74,0,0
328,2006-05-24,23.65,-149.74,0,0
329,2007-02-17,23.65,-149.74,0,0
330,2007-08-18,23.65,-149.74,0,0
331,2008-04-23,23.65,-149.74,0,0
332,2008-10-16,23.65,-149.74,0,0
333,2008-12-29,23.65,-149.74,0,0
334,2009-05-24,23.65,-149.74,0,0
335,2009-10-26,23.65,-149.74,0,0
336,2010-10-13,23.65,-149.74,0,0
337,2011-02-22,23.65,-149.74,0,0
338,2011-05-29,23.65,-149.74,0,0
339,2011-10-16,23.65,-149.74,0,0
340,2012-01-11,23.65,-149.74,0,0
341,2012-06-04,23.65,-149.74,0,0
342,2003-10-29,25.68,-143.09,0,0
343,2004-02-14,25.68,-143.09,0,0
344,2004-10-17,25.68,-143.09,0,0
345,2005-02-09,25.68,-143.09,0,0
346,2005-06-02,25.68,-143.09,0,0
347,2005-12-01,25.68,-143.09,0,0
348,2006-05-18,25.68,-143.09,0,0
349,2007-02-13,25.68,-143.09,0,0
350,2007-08-06,25.68,-143.09,0,0
351,2008-04-14,25.68,-143.09,0,0
352,2008-07-13,25.68,-143.09,0,0
353,2008-12-25,25.68,-143.09,0,0
354,2009-05-17,25.68,-143.09,0,0
355,2009-10-23,25.68,-143.09,0,0
356,2010-10-09,25.68,-143.09,0,0
357,2011-02-19,25.68,-143.09,0,0
358,2011-05-23,25.68,-143.09,0,0
359,2011-10-13,25.68,-143.09,0,0
360,2012-01-02,25.68,-143.09,0,0
361,2012-05-19,25.68,-143.09,0,0
362,2003-10-28,26.6,-142.77,0,0
363,2004-02-13,26.6,-142.77,0,0
364,2004-10-16,26.6,-142.77,0,0
365,2005-01-30,26.6,-142.77,0,0
366,2005-06-01,26.6,-142.77,0,0
367,2005-11-30,26.6,-142.77,0,0
368,2006-05-18,26.6,-142.77,0,0
369,2006-12-22,26.6,-142.77,0,0
370,2007-08-06,26.6,-142.77,0,0
371,2008-04-13,26.6,-142.77,0,0
372,2008-07-12,26.6,-142.77,0,0
373,2008-12-20,26.6,-142.77,0,0
374,2009-05-17,26.6,-142.77,0,0
375,2009-10-22,26.6,-142.77,0,0
376,2010-10-09,26.6,-142.77,0,0
377,2011-02-14,26.6,-142.77,0,0
378,2011-05-15,26.6,-142.77,0,0
379,2011-10-13,26.6,-142.77,0,0
380,2012-01-02,26.6,-142.77,0,0
381,2012-05-19,26.6,-142.77,0,0
382,2003-10-26,28.04,-140.48,0,0
383,2004-01-21,28.04,-140.48,0,0
384,2004-09-14,28.04,-140.48,0,0
385,2005-01-17,28.04,-140.48,0,0
386,2005-05-23,28.04,-140.48,0,0
387,2005-11-29,28.04,-140.48,0,0
388,2006-05-16,28.04,-140.48,0,0
389,2006-12-21,28.04,-140.48,0,0
390,2007-07-25,28.04,-140.48,0,0
391,2008-04-04,28.04,-140.48,0,0
392,2008-07-10,28.04,-140.48,0,0
393,2008-12-18,28.04,-140.48,0,0
394,2009-05-16,28.04,-140.48,0,0
395,2009-10-21,28.04,-140.48,0,0
396,2010-10-08,28.04,-140.48,0,0
397,2011-02-12,28.04,-140.48,0,0
398,2011-05-14,28.04,-140.48,0,0
399,2011-10-11,28.04,-140.48,0,0
400,2011-12-31,28.04,-140.48,0,0
401,2012-05-17,28.04,-140.48,0,0
402,2003-10-21,32.84,-147.81,0,0
403,2003-12-24,32.84,-147.81,0,0
404,2004-07-22,32.84,-147.81,0,0
405,2004-12-22,32.84,-147.81,0,0
406,2005-05-14,32.84,-147.81,0,0
407,2005-11-07,32.84,-147.81,0,0
408,2006-04-27,32.84,-147.81,0,0
409,2006-12-10,32.84,-147.81,0,0
410,2007-07-17,32.84,-147.81,0,0
411,2008-03-07,32.84,-147.81,0,0
412,2008-07-03,32.84,-147.81,0,0
413,2008-12-12,32.84,-147.81,0,0
414,2009-04-27,32.84,-147.81,0,0
415,2009-10-15,32.84,-147.81,0,0
416,2010-08-17,32.84,-147.81,0,0
417,2011-01-05,32.84,-147.81,0,0
418,2011-05-08,32.84,-147.81,0,0
419,2011-10-05,32.84,-147.81,0,0
420,2011-12-11,32.84,-147.81,0,0
421,2012-04-28,32.84,-147.81,0,0
422,2003-10-18,33.02,-152.9,0,0
423,2003-12-20,33.02,-152.9,0,0
424,2004-05-27,33.02,-152.9,0,0
425,2004-12-18,33.02,-152.9,0,0
426,2005-04-17,33.02,-152.9,0,0
427,2005-10-29,33.02,-152.9,0,0
428,2006-04-13,33.02,-152.9,0,0
429,2006-12-04,33.02,-152.9,0,0
430,2007-07-13,33.02,-152.9,0,0
431,2008-03-02,33.02,-152.9,0,0
432,2008-06-30,33.02,-152.9,0,0
433,2008-12-09,33.02,-152.9,0,0
434,2009-04-17,33.02,-152.9,0,0
435,2009-08-19,33.02,-152.9,0,0
436,2010-08-02,33.02,-152.9,0,0
437,2010-12-19,33.02,-152.9,0,0
438,2011-04-24,33.02,-152.9,0,0
439,2011-08-17,33.02,-152.9,0,0
440,2011-12-08,33.02,-152.9,0,0
441,2012-04-24,33.02,-152.9,0,0
442,2003-08-16,33.38,-156.38,0,0
443,2003-12-19,33.38,-156.38,0,0
444,2004-05-23,33.38,-156.38,0,0
445,2004-12-16,33.38,-156.38,0,0
446,2005-04-15,33.38,-156.38,0,0
447,2005-10-28,33.38,-156.38,0,0
448,2006-04-10,33.38,-156.38,0,0
449,2006-12-01,33.38,-156.38,0,0
450,2007-07-11,33.38,-156.38,0,0
451,2008-02-29,33.38,-156.38,0,0
452,2008-06-28,33.38,-156.38,0,0
453,2008-12-07,33.38,-156.38,0,0
454,2009-04-14,33.38,-156.38,0,0
455,2009-08-18,33.38,-156.38,0,0
456,2010-07-17,33.38,-156.38,0,0
457,2010-12-13,33.38,-156.38,0,0
458,2011-04-22,33.38,-156.38,0,0
459,2011-08-07,33.38,-156.38,0,0
460,2011-12-06,33.38,-156.38,0,0
461,2012-04-22,33.38,-156.38,0,0
462,2003-10-18,33.56,-152.27,0,0
463,2003-12-21,33.56,-152.27,0,0
464,2004-05-29,33.56,-152.27,0,0
465,2004-12-18,33.56,-152.27,0,0
466,2005-05-11,33.56,-152.27,0,0
467,2005-11-04,33.56,-152.27,0,0
468,2006-04-14,33.56,-152.27,0,0
469,2006-12-04,33.56,-152.27,0,0
470,2007-07-13,33.56,-152.27,0,0
471,2008-03-03,33.56,-152.27,0,0
472,2008-06-30,33.56,-152.27,0,0
473,2008-12-09,33.56,-152.27,0,0
474,2009-04-17,33.56,-152.27,0,0
475,2009-08-20,33.56,-152.27,0,0
476,2010-08-03,33.56,-152.27,0,0
477,2010-12-19,33.56,-152.27,0,0
478,2011-04-24,33.56,-152.27,0,0
479,2011-08-19,33.56,-152.27,0,0
480,2011-12-08,33.56,-152.27,0,0
481,2012-04-24,33.56,-152.27,0,0
482,2003-12-17,40.16,-157.42,0,0
483,2004-05-21,40.16,-157.42,0,0
484,2004-12-14,40.16,-157.42,0,0
485,2005-04-08,40.16,-157.42,0,0
486,2005-10-26,40.16,-157.42,0,0
487,2006-04-01,40.16,-157.42,0,0
488,2006-11-29,40.16,-157.42,0,0
489,2007-07-08,40.16,-157.42,0,0
490,2008-02-22,40.16,-157.42,0,0
491,2008-06-26,40.16,-157.42,0,0
492,2008-12-04,40.16,-157.42,0,0
493,2009-04-12,40.16,-157.42,0,0
494,2009-08-06,40.16,-157.42,0,0
495,2010-07-13,40.16,-157.42,0,0
496,2010-12-10,40.16,-157.42,0,0
497,2011-04-20,40.16,-157.42,0,0
498,2011-08-05,40.16,-157.42,0,0
499,2011-12-04,40.16,-157.42,0,0
500,2012-04-19,40.16,-157.42,0,0
501,2012-10-06,40.16,-157.42,0,0
502,2003-12-15,3.48,-143.62,0,0
503,2004-12-11,3.48,-143.62,0,0
504,2005-04-03,3.48,-143.62,0,0
505,2005-10-22,3.48,-143.62,0,0
506,2006-03-29,3.48,-143.62,0,0
507,2006-11-13,3.48,-143.62,0,0
508,2007-05-17,3.48,-143.62,0,0
509,2008-02-16,3.48,-143.62,0,0
510,2008-06-23,3.48,-143.62,0,0
511,2008-12-01,3.48,-143.62,0,0
512,2009-04-03,3.48,-143.62,0,0
513,2009-07-15,3.48,-143.62,0,0
514,2010-07-11,3.48,-143.62,0,0
515,2010-12-03,3.48,-143.62,0,0
516,2011-04-17,3.48,-143.62,0,0
517,2011-07-24,3.48,-143.62,0,0
518,2011-12-01,3.48,-143.62,0,0
519,2012-04-12,3.48,-143.62,0,0
520,2012-09-21,3.48,-143.62,0,0
521,2003-12-14,4.41,-145.74,0,0
522,2004-12-10,4.41,-145.74,0,0
523,2005-04-03,4.41,-145.74,0,0
524,2005-10-22,4.41,-145.74,0,0
525,2006-03-29,4.41,-145.74,0,0
526,2006-11-12,4.41,-145.74,0,0
527,2007-05-16,4.41,-145.74,0,0
528,2008-02-14,4.41,-145.74,0,0
529,2008-06-23,4.41,-145.74,0,0
530,2008-12-01,4.41,-145.74,0,0
531,2009-04-03,4.41,-145.74,0,0
532,2009-07-15,4.41,-145.74,0,0
533,2010-07-09,4.41,-145.74,0,0
534,2010-12-03,4.41,-145.74,0,0
535,2011-04-17,4.41,-145.74,0,0
536,2011-07-24,4.41,-145.74,0,0
537,2011-11-26,4.41,-145.74,0,0
538,2012-04-11,4.41,-145.74,0,0
539,2012-09-21,4.41,-145.74,0,0
540,2003-12-14,5.28,-146.64,0,0
541,2004-12-10,5.28,-146.64,0,0
542,2005-04-03,5.28,-146.64,0,0
543,2005-10-21,5.28,-146.64,0,0
544,2006-03-28,5.28,-146.64,0,0
545,2006-11-12,5.28,-146.64,0,0
546,2007-05-16,5.28,-146.64,0,0
547,2007-12-27,5.28,-146.64,0,0
548,2008-06-22,5.28,-146.64,0,0
549,2008-11-30,5.28,-146.64,0,0
550,2009-04-02,5.28,-146.64,0,0
551,2009-07-14,5.28,-146.64,0,0
552,2010-07-07,5.28,-146.64,0,0
553,2010-12-03,5.28,-146.64,0,0
554,2011-04-16,5.28,-146.64,0,0
555,2011-07-23,5.28,-146.64,0,0
556,2011-11-26,5.28,-146.64,0,0
557,2012-04-11,5.28,-146.64,0,0
558,2012-09-20,5.28,-146.64,0,0
559,2003-12-06,15.94,-162.49,0,0
560,2004-04-22,15.94,-162.49,0,0
561,2004-12-02,15.94,-162.49,0,0
562,2005-03-10,15.94,-162.49,0,0
563,2005-09-04,15.94,-162.49,0,0
564,2006-02-15,15.94,-162.49,0,0
565,2006-10-23,15.94,-162.49,0,0
566,2007-04-01,15.94,-162.49,0,0
567,2007-12-06,15.94,-162.49,0,0
568,2008-06-02,15.94,-162.49,0,0
569,2008-11-11,15.94,-162.49,0,0
570,2009-03-09,15.94,-162.49,0,0
571,2009-07-05,15.94,-162.49,0,0
572,2010-06-04,15.94,-162.49,0,0
573,2010-11-04,15.94,-162.49,0,0
574,2011-04-05,15.94,-162.49,0,0
575,2011-07-15,15.94,-162.49,0,0
576,2011-11-17,15.94,-162.49,0,0
577,2012-03-31,15.94,-162.49,0,0
578,2003-11-16,19.24,-143.41,0,0
579,2004-04-06,19.24,-143.41,0,0
580,2004-10-31,19.24,-143.41,0,0
581,2005-02-26,19.24,-143.41,0,0
582,2005-07-16,19.24,-143.41,0,0
583,2005-12-15,19.24,-143.41,0,0
584,2006-07-19,19.24,-143.41,0,0
585,2007-03-03,19.24,-143.41,0,0
586,2007-10-29,19.24,-143.41,0,0
587,2008-05-19,19.24,-143.41,0,0
588,2008-10-26,19.24,-143.41,0,0
589,2009-02-26,19.24,-143.41,0,0
590,2009-06-24,19.24,-143.41,0,0
591,2009-11-06,19.24,-143.41,0,0
592,2010-10-23,19.24,-143.41,0,0
593,2011-03-10,19.24,-143.41,0,0
594,2011-07-04,19.24,-143.41,0,0
595,2011-10-25,19.24,-143.41,0,0
596,2012-02-21,19.24,-143.41,0,0
597,2003-11-18,19.73,-146.63,0,0
598,2004-04-09,19.73,-146.63,0,0
599,2004-11-01,19.73,-146.63,0,0
600,2005-03-01,19.73,-146.63,0,0
601,2005-07-18,19.73,-146.63,0,0
602,2005-12-18,19.73,-146.63,0,0
603,2006-08-18,19.73,-146.63,0,0
604,2007-03-05,19.73,-146.63,0,0
605,2007-11-05,19.73,-146.63,0,0
606,2008-05-25,19.73,-146.63,0,0
607,2008-10-29,19.73,-146.63,0,0
608,2009-02-28,19.73,-146.63,0,0
609,2009-06-26,19.73,-146.63,0,0
610,2009-11-09,19.73,-146.63,0,0
611,2010-10-25,19.73,-146.63,0,0
612,2011-03-25,19.73,-146.63,0,0
613,2011-07-06,19.73,-146.63,0,0
614,2011-10-27,19.73,-146.63,0,0
615,2012-02-23,19.73,-146.63,0,0
616,2003-11-19,20.15,-147.77,0,0
617,2004-04-12,20.15,-147.77,0,0
618,2004-11-02,20.15,-147.77,0,0
619,2005-03-02,20.15,-147.77,0,0
620,2005-07-19,20.15,-147.77,0,0
621,2005-12-19,20.15,-147.77,0,0
622,2006-08-19,20.15,-147.77,0,0
623,2007-03-06,20.15,-147.77,0,0
624,2007-11-07,20.15,-147.77,0,0
625,2008-05-26,20.15,-147.77,0,0
626,2008-10-30,20.15,-147.77,0,0
627,2009-03-01,20.15,-147.77,0,0
628,2009-06-27,20.15,-147.77,0,0
629,2009-11-10,20.15,-147.77,0,0
630,2010-10-26,20.15,-147.77,0,0
631,2011-03-26,20.15,-147.77,0,0
632,2011-07-07,20.15,-147.77,0,0
633,2011-10-28,20.15,-147.77,0,0
634,2012-02-25,20.15,-147.77,0,0
635,2003-12-01,20.27,-156.47,0,0
